week,committer,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
1,Toledo,Offside,Procedural,1,7.0,7.0
1,Toledo,Pass Interference,Personal / Contact,2,24.0,12.0
1,Toledo,Personal Foul,Personal / Contact,1,18.0,18.0
1,Troy,False Start,Procedural,1,5.0,5.0
1,Troy,Personal Foul,Personal / Contact,1,6.0,6.0
1,Troy,Roughing the Passer,Personal / Contact,1,0.0,0.0
1,Tulane,Holding,Blocking / Holding,2,0.0,0.0
1,Tulane,Offside,Procedural,1,0.0,0.0
1,Tulane,Other / Unclassified,Administrative,1,0.0,0.0
1,Tulane,Pass Interference,Personal / Contact,1,14.0,14.0
1,Tulsa,False Start,Procedural,3,15.0,5.0
1,Tulsa,Holding,Blocking / Holding,1,7.0,7.0
1,Tulsa,Offside,Procedural,2,10.0,5.0
1,Tulsa,Other / Unclassified,Administrative,2,30.0,15.0
1,Tulsa,Other / Unclassified,Other,1,0.0,0.0
1,Tulsa,Pass Interference,Personal / Contact,2,30.0,15.0
1,UAB,False Start,Procedural,1,5.0,5.0
1,UAB,Offside,Procedural,4,16.0,4.0
1,UAB,Other / Unclassified,Blocking / Holding,1,0.0,0.0
1,UAB,Pass Interference,Personal / Contact,1,14.0,14.0
1,UCF,False Start,Procedural,3,10.0,3.33
1,UCF,Holding,Blocking / Holding,2,29.0,14.5
1,UCF,Offside,Procedural,1,5.0,5.0
1,UCF,Other / Unclassified,Blocking / Holding,1,1.0,1.0
1,UCF,Targeting,Personal / Contact,2,14.0,7.0
1,UCF,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
1,UCLA,False Start,Procedural,1,0.0,0.0
1,UCLA,Holding,Blocking / Holding,1,0.0,0.0
1,UConn,False Start,Procedural,2,10.0,5.0
1,UConn,Holding,Blocking / Holding,2,0.0,0.0
1,UConn,Other / Unclassified,Other,1,0.0,0.0
1,UConn,Pass Interference,Personal / Contact,1,10.0,10.0
1,UConn,Personal Foul,Personal / Contact,1,2.0,2.0
1,UL Monroe,Face Mask,Other,2,23.0,11.5
1,UL Monroe,False Start,Procedural,1,5.0,5.0
1,UL Monroe,Holding,Blocking / Holding,5,105.0,21.0
1,UL Monroe,Pass Interference,Blocking / Holding,1,0.0,0.0
1,UNLV,False Start,Procedural,1,0.0,0.0
1,UNLV,Holding,Blocking / Holding,4,0.0,0.0
1,UNLV,Illegal Formation,Procedural,1,0.0,0.0
1,UNLV,Other / Unclassified,Other,1,0.0,0.0
1,UNLV,Pass Interference,Personal / Contact,7,0.0,0.0
1,UNLV,Personal Foul,Personal / Contact,1,0.0,0.0
1,UNLV,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
1,USC,Delay of Game,Procedural,1,5.0,5.0
1,USC,Holding,Blocking / Holding,1,0.0,0.0
1,USC,Illegal Formation,Procedural,1,5.0,5.0
1,USC,Offside,Procedural,1,5.0,5.0
1,USC,Other / Unclassified,Other,3,15.0,5.0
1,USC,Pass Interference,Personal / Contact,1,15.0,15.0
1,UTEP,Delay of Game,Procedural,2,0.0,0.0
1,UTEP,Other / Unclassified,Blocking / Holding,1,0.0,0.0
1,UTEP,Other / Unclassified,Other,1,5.0,5.0
1,UTEP,Pass Interference,Personal / Contact,1,0.0,0.0
1,UTEP,Personal Foul,Personal / Contact,1,0.0,0.0
1,UTEP,Roughing,Personal / Contact,1,0.0,0.0
1,UTSA,False Start,Procedural,1,5.0,5.0
1,UTSA,Holding,Blocking / Holding,1,0.0,0.0
1,UTSA,Personal Foul,Personal / Contact,1,15.0,15.0
1,Utah,False Start,Procedural,1,0.0,0.0
1,Utah,Holding,Blocking / Holding,1,0.0,0.0
1,Utah,Other / Unclassified,Administrative,2,0.0,0.0
1,Utah,Pass Interference,Personal / Contact,1,0.0,0.0
1,Utah State,Delay of Game,Procedural,1,5.0,5.0
1,Utah State,False Start,Procedural,1,0.0,0.0
1,Utah State,Holding,Blocking / Holding,3,3.0,1.0
1,Utah State,Illegal Formation,Procedural,1,5.0,5.0
1,Utah State,Other / Unclassified,Administrative,1,0.0,0.0
1,Utah State,Other / Unclassified,Other,3,15.0,5.0
1,Utah State,Roughing,Personal / Contact,1,0.0,0.0
1,Vanderbilt,Delay of Game,Procedural,1,5.0,5.0
1,Vanderbilt,False Start,Procedural,2,10.0,5.0
1,Vanderbilt,Holding,Blocking / Holding,4,72.0,18.0
1,Vanderbilt,Pass Interference,Personal / Contact,1,15.0,15.0
1,Virginia,False Start,Procedural,3,15.0,5.0
1,Virginia,Illegal Formation,Procedural,1,42.0,42.0
1,Virginia,Other / Unclassified,Blocking / Holding,1,0.0,0.0
1,Virginia,Other / Unclassified,Other,1,5.0,5.0
1,Virginia,Personal Foul,Personal / Contact,1,15.0,15.0
1,Virginia,Roughing the Passer,Personal / Contact,1,50.0,50.0
1,Virginia Tech,False Start,Procedural,1,0.0,0.0
1,Virginia Tech,Illegal Formation,Procedural,1,5.0,5.0
1,Virginia Tech,Offside,Procedural,3,10.0,3.33
1,Virginia Tech,Personal Foul,Personal / Contact,2,0.0,0.0
1,Wake Forest,Delay of Game,Procedural,1,5.0,5.0
1,Wake Forest,False Start,Procedural,2,10.0,5.0
1,Wake Forest,Holding,Blocking / Holding,4,75.0,18.75
1,Wake Forest,Other / Unclassified,Procedural,1,12.0,12.0
1,Wake Forest,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
1,Washington,Face Mask,Other,1,2.0,2.0
1,Washington,False Start,Procedural,3,10.0,3.33
1,Washington,Offside,Procedural,1,0.0,0.0
1,Washington,Other / Unclassified,Administrative,1,0.0,0.0
1,Washington,Pass Interference,Personal / Contact,2,12.0,6.0
1,Washington State,Delay of Game,Procedural,1,5.0,5.0
1,Washington State,False Start,Procedural,3,8.0,2.67
1,Washington State,Offside,Procedural,1,5.0,5.0
1,Washington State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
1,West Virginia,False Start,Procedural,4,20.0,5.0
1,West Virginia,Holding,Blocking / Holding,2,27.0,13.5
1,West Virginia,Other / Unclassified,Administrative,1,9.0,9.0
1,Western Kentucky,False Start,Procedural,2,10.0,5.0
1,Western Kentucky,Holding,Blocking / Holding,5,36.0,7.2
1,Western Kentucky,Offside,Procedural,1,5.0,5.0
1,Western Kentucky,Other / Unclassified,Administrative,1,5.0,5.0
1,Western Kentucky,Other / Unclassified,Other,1,0.0,0.0
1,Western Michigan,Delay of Game,Procedural,1,0.0,0.0
1,Western Michigan,Other / Unclassified,Other,3,21.0,7.0
1,Western Michigan,Pass Interference,Personal / Contact,1,0.0,0.0
1,Wisconsin,Delay of Game,Procedural,1,5.0,5.0
1,Wisconsin,False Start,Procedural,1,5.0,5.0
1,Wisconsin,Holding,Blocking / Holding,2,7.0,3.5
1,Wisconsin,Other / Unclassified,Administrative,1,5.0,5.0
1,Wisconsin,Pass Interference,Personal / Contact,3,45.0,15.0
1,Wyoming,Delay of Game,Procedural,1,0.0,0.0
1,Wyoming,Face Mask,Other,1,9.0,9.0
1,Wyoming,False Start,Procedural,4,0.0,0.0
1,Wyoming,Other / Unclassified,Other,1,5.0,5.0
2,Akron,Face Mask,Other,1,27.0,27.0
2,Akron,False Start,Procedural,1,5.0,5.0
2,Akron,Holding,Blocking / Holding,1,10.0,10.0
2,Akron,Pass Interference,Personal / Contact,2,26.0,13.0
2,Alabama,False Start,Procedural,1,5.0,5.0
2,Alabama,Holding,Blocking / Holding,3,34.0,11.33
2,Alabama,Other / Unclassified,Procedural,1,3.0,3.0
2,Alabama,Pass Interference,Personal / Contact,1,42.0,42.0
2,App State,Holding,Blocking / Holding,1,10.0,10.0
2,App State,Illegal Formation,Procedural,2,13.0,6.5
2,App State,Pass Interference,Procedural,1,0.0,0.0
2,Arizona,Face Mask,Other,1,13.0,13.0
2,Arizona,False Start,Procedural,1,5.0,5.0
2,Arizona,Holding,Blocking / Holding,10,23.0,2.3
2,Arizona,Other / Unclassified,Administrative,1,1.0,1.0
2,Arizona,Other / Unclassified,Other,2,0.0,0.0
2,Arizona,Pass Interference,Personal / Contact,1,5.0,5.0
2,Arizona State,Delay of Game,Procedural,1,0.0,0.0
2,Arizona State,False Start,Procedural,3,15.0,5.0
2,Arizona State,Holding,Blocking / Holding,1,0.0,0.0
2,Arizona State,Offside,Procedural,1,5.0,5.0
2,Arizona State,Pass Interference,Personal / Contact,1,0.0,0.0
2,Arizona State,Roughing,Personal / Contact,1,0.0,0.0
2,Arkansas,Illegal Formation,Procedural,1,6.0,6.0
2,Arkansas,Illegal Motion,Other,1,9.0,9.0
2,Arkansas,Pass Interference,Personal / Contact,1,9.0,9.0
2,Arkansas State,False Start,Procedural,2,10.0,5.0
2,Arkansas State,Holding,Blocking / Holding,5,29.0,5.8
2,Arkansas State,Other / Unclassified,Other,2,0.0,0.0
2,Arkansas State,Pass Interference,Personal / Contact,3,27.0,9.0
2,Arkansas State,Personal Foul,Personal / Contact,2,36.0,18.0
2,Army,False Start,Procedural,2,0.0,0.0
2,Army,Illegal Formation,Procedural,1,7.0,7.0
2,Auburn,False Start,Procedural,1,5.0,5.0
2,Auburn,Holding,Blocking / Holding,3,29.0,9.67
2,Auburn,Other / Unclassified,Administrative,1,5.0,5.0
2,Auburn,Personal Foul,Personal / Contact,1,1.0,1.0
2,Auburn,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,BYU,False Start,Procedural,1,0.0,0.0
2,BYU,Holding,Blocking / Holding,3,10.0,3.33
2,BYU,Other / Unclassified,Blocking / Holding,1,3.0,3.0
2,BYU,Other / Unclassified,Other,1,5.0,5.0
2,BYU,Personal Foul,Personal / Contact,1,0.0,0.0
2,Ball State,Delay of Game,Procedural,3,15.0,5.0
2,Ball State,Face Mask,Other,1,8.0,8.0
2,Ball State,False Start,Procedural,1,5.0,5.0
2,Ball State,Offside,Procedural,1,5.0,5.0
2,Ball State,Pass Interference,Personal / Contact,1,5.0,5.0
2,Baylor,Holding,Blocking / Holding,5,33.0,6.6
2,Baylor,Other / Unclassified,Other,1,0.0,0.0
2,Baylor,Pass Interference,Personal / Contact,1,15.0,15.0
2,Boise State,False Start,Procedural,1,5.0,5.0
2,Boise State,Holding,Blocking / Holding,3,11.0,3.67
2,Boise State,Offside,Procedural,1,25.0,25.0
2,Boston College,Face Mask,Other,1,15.0,15.0
2,Boston College,Face Mask,Safety / Tackling,1,50.0,50.0
2,Boston College,False Start,Procedural,3,15.0,5.0
2,Boston College,Holding,Blocking / Holding,2,37.0,18.5
2,Boston College,Other / Unclassified,Other,3,0.0,0.0
2,Bowling Green,False Start,Procedural,1,5.0,5.0
2,Bowling Green,Offside,Procedural,1,3.0,3.0
2,Bowling Green,Other / Unclassified,Administrative,1,5.0,5.0
2,Bowling Green,Personal Foul,Personal / Contact,1,0.0,0.0
2,Buffalo,Holding,Blocking / Holding,2,3.0,1.5
2,Buffalo,Other / Unclassified,Other,1,0.0,0.0
2,California,False Start,Procedural,1,5.0,5.0
2,California,Holding,Blocking / Holding,2,11.0,5.5
2,California,Offside,Procedural,3,10.0,3.33
2,California,Other / Unclassified,Administrative,1,0.0,0.0
2,California,Other / Unclassified,Other,3,15.0,5.0
2,Central Michigan,False Start,Procedural,3,15.0,5.0
2,Central Michigan,Holding,Blocking / Holding,2,2.0,1.0
2,Charlotte,Holding,Blocking / Holding,1,0.0,0.0
2,Charlotte,Other / Unclassified,Administrative,1,0.0,0.0
2,Charlotte,Personal Foul,Personal / Contact,4,15.0,3.75
2,Cincinnati,False Start,Procedural,1,5.0,5.0
2,Cincinnati,Offside,Procedural,1,4.0,4.0
2,Cincinnati,Pass Interference,Personal / Contact,3,40.0,13.33
2,Clemson,False Start,Procedural,1,5.0,5.0
2,Clemson,Holding,Blocking / Holding,2,26.0,13.0
2,Clemson,Pass Interference,Personal / Contact,1,4.0,4.0
2,Clemson,Unsportsmanlike Conduct,Personal / Contact,2,15.0,7.5
2,Coastal Carolina,Holding,Blocking / Holding,4,24.0,6.0
2,Coastal Carolina,Illegal Formation,Procedural,1,5.0,5.0
2,Coastal Carolina,Offside,Procedural,1,5.0,5.0
2,Coastal Carolina,Other / Unclassified,Safety / Tackling,1,0.0,0.0
2,Coastal Carolina,Roughing the Passer,Personal / Contact,1,0.0,0.0
2,Colorado,Delay of Game,Procedural,1,0.0,0.0
2,Colorado,False Start,Procedural,1,5.0,5.0
2,Colorado,Holding,Blocking / Holding,2,20.0,10.0
2,Colorado,Other / Unclassified,Administrative,1,0.0,0.0
2,Colorado,Other / Unclassified,Other,1,40.0,40.0
2,Colorado,Pass Interference,Personal / Contact,1,15.0,15.0
2,Colorado State,Face Mask,Other,1,0.0,0.0
2,Colorado State,False Start,Procedural,1,5.0,5.0
2,Colorado State,Holding,Blocking / Holding,1,7.0,7.0
2,Colorado State,Offside,Procedural,2,0.0,0.0
2,Colorado State,Other / Unclassified,Administrative,1,4.0,4.0
2,Colorado State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Delaware,Face Mask,Other,1,15.0,15.0
2,Delaware,Other / Unclassified,Procedural,1,0.0,0.0
2,Duke,Delay of Game,Procedural,1,5.0,5.0
2,Duke,Face Mask,Other,1,2.0,2.0
2,Duke,Other / Unclassified,Administrative,1,5.0,5.0
2,Duke,Pass Interference,Personal / Contact,1,15.0,15.0
2,Duke,Roughing,Personal / Contact,1,6.0,6.0
2,East Carolina,Holding,Blocking / Holding,1,10.0,10.0
2,East Carolina,Illegal Formation,Procedural,1,3.0,3.0
2,East Carolina,Other / Unclassified,Other,1,5.0,5.0
2,Florida,Delay of Game,Procedural,1,5.0,5.0
2,Florida,False Start,Procedural,3,15.0,5.0
2,Florida,Holding,Blocking / Holding,2,30.0,15.0
2,Florida,Offside,Procedural,3,6.0,2.0
2,Florida,Other / Unclassified,Administrative,1,5.0,5.0
2,Florida,Pass Interference,Personal / Contact,1,14.0,14.0
2,Florida,Personal Foul,Personal / Contact,1,4.0,4.0
2,Florida Atlantic,False Start,Procedural,1,5.0,5.0
2,Florida Atlantic,Offside,Procedural,1,5.0,5.0
2,Florida Atlantic,Other / Unclassified,Other,1,15.0,15.0
2,Florida Atlantic,Pass Interference,Personal / Contact,2,22.0,11.0
2,Florida International,Delay of Game,Procedural,1,5.0,5.0
2,Florida International,Holding,Blocking / Holding,2,11.0,5.5
2,Florida State,False Start,Procedural,1,0.0,0.0
2,Florida State,Offside,Procedural,1,0.0,0.0
2,Florida State,Roughing,Personal / Contact,1,0.0,0.0
2,Florida State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
2,Fresno State,Delay of Game,Procedural,1,5.0,5.0
2,Fresno State,Holding,Blocking / Holding,6,5.0,0.83
2,Georgia,Holding,Blocking / Holding,2,7.0,3.5
2,Georgia,Other / Unclassified,Administrative,1,5.0,5.0
2,Georgia,Other / Unclassified,Blocking / Holding,1,10.0,10.0
2,Georgia,Personal Foul,Personal / Contact,1,5.0,5.0
2,Georgia Southern,Other / Unclassified,Other,1,0.0,0.0
2,Georgia Southern,Pass Interference,Personal / Contact,1,15.0,15.0
2,Georgia State,Face Mask,Other,1,5.0,5.0
2,Georgia State,False Start,Procedural,2,10.0,5.0
2,Georgia State,Illegal Formation,Procedural,1,33.0,33.0
2,Georgia State,Other / Unclassified,Other,2,5.0,2.5
2,Georgia Tech,Holding,Blocking / Holding,2,0.0,0.0
2,Georgia Tech,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Georgia Tech,Other / Unclassified,Other,3,0.0,0.0
2,Hawai'i,False Start,Procedural,1,5.0,5.0
2,Hawai'i,Holding,Blocking / Holding,2,33.0,16.5
2,Hawai'i,Illegal Formation,Procedural,1,0.0,0.0
2,Hawai'i,Pass Interference,Personal / Contact,2,30.0,15.0
2,Houston,Holding,Blocking / Holding,1,10.0,10.0
2,Houston,Other / Unclassified,Other,1,0.0,0.0
2,Illinois,False Start,Procedural,3,5.0,1.67
2,Illinois,Holding,Blocking / Holding,1,10.0,10.0
2,Illinois,Other / Unclassified,Other,1,5.0,5.0
2,Illinois,Pass Interference,Personal / Contact,1,14.0,14.0
2,Illinois,Roughing,Personal / Contact,2,15.0,7.5
2,Indiana,Delay of Game,Procedural,2,10.0,5.0
2,Indiana,Pass Interference,Personal / Contact,3,47.0,15.67
2,Iowa,False Start,Procedural,2,10.0,5.0
2,Iowa,Holding,Blocking / Holding,1,7.0,7.0
2,Iowa,Pass Interference,Personal / Contact,1,15.0,15.0
2,Iowa,Unsportsmanlike Conduct,Personal / Contact,1,2.0,2.0
2,Iowa State,Holding,Blocking / Holding,1,8.0,8.0
2,Iowa State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Jacksonville State,Holding,Blocking / Holding,1,2.0,2.0
2,Jacksonville State,Other / Unclassified,Administrative,1,4.0,4.0
2,James Madison,False Start,Procedural,1,0.0,0.0
2,James Madison,Holding,Blocking / Holding,2,17.0,8.5
2,James Madison,Illegal Formation,Procedural,1,5.0,5.0
2,James Madison,Pass Interference,Personal / Contact,1,15.0,15.0
2,Kansas,Offside,Procedural,1,5.0,5.0
2,Kansas State,Holding,Blocking / Holding,1,0.0,0.0
2,Kennesaw State,Other / Unclassified,Other,1,0.0,0.0
2,Kent State,Holding,Blocking / Holding,1,8.0,8.0
2,Kent State,Offside,Procedural,1,2.0,2.0
2,Kent State,Pass Interference,Procedural,1,15.0,15.0
2,Kentucky,Face Mask,Other,1,15.0,15.0
2,Kentucky,Holding,Blocking / Holding,4,15.0,3.75
2,Kentucky,Illegal Formation,Procedural,1,37.0,37.0
2,Kentucky,Other / Unclassified,Administrative,1,4.0,4.0
2,Kentucky,Other / Unclassified,Other,1,5.0,5.0
2,Kentucky,Other / Unclassified,Procedural,1,0.0,0.0
2,Kentucky,Pass Interference,Personal / Contact,1,15.0,15.0
2,Kentucky,Personal Foul,Personal / Contact,1,0.0,0.0
2,Kentucky,Roughing,Personal / Contact,1,50.0,50.0
2,LSU,Delay of Game,Procedural,1,5.0,5.0
2,LSU,False Start,Procedural,2,10.0,5.0
2,LSU,Holding,Blocking / Holding,2,10.0,5.0
2,LSU,Illegal Formation,Procedural,1,1.0,1.0
2,LSU,Other / Unclassified,Administrative,1,1.0,1.0
2,LSU,Other / Unclassified,Other,1,15.0,15.0
2,LSU,Other / Unclassified,Procedural,1,5.0,5.0
2,LSU,Pass Interference,Personal / Contact,3,42.0,14.0
2,Liberty,False Start,Procedural,1,5.0,5.0
2,Liberty,Holding,Blocking / Holding,2,37.0,18.5
2,Louisiana,Face Mask,Other,1,15.0,15.0
2,Louisiana,False Start,Procedural,1,5.0,5.0
2,Louisiana,Holding,Blocking / Holding,1,10.0,10.0
2,Louisiana,Offside,Procedural,1,5.0,5.0
2,Louisiana,Other / Unclassified,Administrative,1,7.0,7.0
2,Louisiana,Pass Interference,Personal / Contact,2,30.0,15.0
2,Louisiana,Personal Foul,Personal / Contact,3,30.0,10.0
2,Louisiana,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Louisiana Tech,False Start,Procedural,1,5.0,5.0
2,Louisiana Tech,Holding,Blocking / Holding,1,11.0,11.0
2,Louisiana Tech,Illegal Formation,Procedural,1,39.0,39.0
2,Louisiana Tech,Pass Interference,Personal / Contact,1,12.0,12.0
2,Louisiana Tech,Personal Foul,Personal / Contact,1,15.0,15.0
2,Louisville,Delay of Game,Procedural,3,5.0,1.67
2,Louisville,Face Mask,Other,2,23.0,11.5
2,Louisville,False Start,Procedural,1,5.0,5.0
2,Louisville,Holding,Blocking / Holding,2,14.0,7.0
2,Louisville,Offside,Procedural,1,2.0,2.0
2,Louisville,Pass Interference,Personal / Contact,1,15.0,15.0
2,Louisville,Personal Foul,Personal / Contact,2,30.0,15.0
2,Marshall,False Start,Procedural,1,5.0,5.0
2,Marshall,Holding,Blocking / Holding,3,0.0,0.0
2,Marshall,Offside,Procedural,1,0.0,0.0
2,Marshall,Other / Unclassified,Other,1,0.0,0.0
2,Maryland,Holding,Blocking / Holding,1,9.0,9.0
2,Maryland,Pass Interference,Personal / Contact,1,15.0,15.0
2,Maryland,Personal Foul,Personal / Contact,2,0.0,0.0
2,Massachusetts,Face Mask,Other,1,8.0,8.0
2,Massachusetts,Holding,Blocking / Holding,3,16.0,5.33
2,Massachusetts,Illegal Formation,Procedural,1,17.0,17.0
2,Massachusetts,Other / Unclassified,Other,1,5.0,5.0
2,Memphis,Face Mask,Other,1,15.0,15.0
2,Memphis,Face Mask,Safety / Tackling,1,0.0,0.0
2,Memphis,False Start,Procedural,2,10.0,5.0
2,Memphis,Holding,Blocking / Holding,4,36.0,9.0
2,Memphis,Offside,Procedural,1,5.0,5.0
2,Miami,Holding,Blocking / Holding,2,0.0,0.0
2,Miami,Targeting,Personal / Contact,1,0.0,0.0
2,Michigan,Face Mask,Other,1,5.0,5.0
2,Michigan,Holding,Blocking / Holding,2,1.0,0.5
2,Michigan,Offside,Procedural,1,5.0,5.0
2,Michigan,Roughing the Kicker,Personal / Contact,1,0.0,0.0
2,Michigan State,Holding,Blocking / Holding,3,1.0,0.33
2,Michigan State,Other / Unclassified,Administrative,1,5.0,5.0
2,Michigan State,Other / Unclassified,Other,1,0.0,0.0
2,Michigan State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Middle Tennessee,Delay of Game,Other,1,5.0,5.0
2,Middle Tennessee,Delay of Game,Procedural,1,5.0,5.0
2,Middle Tennessee,Other / Unclassified,Other,3,31.0,10.33
2,Middle Tennessee,Other / Unclassified,Procedural,1,1.0,1.0
2,Minnesota,False Start,Procedural,1,5.0,5.0
2,Minnesota,Other / Unclassified,Blocking / Holding,1,10.0,10.0
2,Minnesota,Personal Foul,Personal / Contact,2,29.0,14.5
2,Minnesota,Unsportsmanlike Conduct,Personal / Contact,1,8.0,8.0
2,Mississippi State,False Start,Procedural,2,0.0,0.0
2,Mississippi State,Holding,Blocking / Holding,2,0.0,0.0
2,Mississippi State,Offside,Procedural,1,5.0,5.0
2,Mississippi State,Personal Foul,Personal / Contact,1,15.0,15.0
2,Missouri,Delay of Game,Procedural,1,5.0,5.0
2,Missouri,False Start,Procedural,1,5.0,5.0
2,Missouri,Offside,Procedural,3,5.0,1.67
2,Missouri,Other / Unclassified,Other,3,45.0,15.0
2,Missouri State,False Start,Procedural,2,10.0,5.0
2,Missouri State,Holding,Blocking / Holding,1,0.0,0.0
2,Missouri State,Other / Unclassified,Other,4,0.0,0.0
2,Missouri State,Pass Interference,Personal / Contact,1,30.0,30.0
2,Missouri State,Personal Foul,Personal / Contact,1,15.0,15.0
2,NC State,Other / Unclassified,Other,1,0.0,0.0
2,Navy,False Start,Procedural,1,5.0,5.0
2,Navy,Holding,Blocking / Holding,2,6.0,3.0
2,Navy,Other / Unclassified,Other,3,0.0,0.0
2,Navy,Unsportsmanlike Conduct,Personal / Contact,1,7.0,7.0
2,Nebraska,Holding,Blocking / Holding,1,10.0,10.0
2,Nebraska,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Nevada,Delay of Game,Procedural,1,5.0,5.0
2,Nevada,Face Mask,Other,1,15.0,15.0
2,Nevada,False Start,Procedural,6,26.0,4.33
2,Nevada,Holding,Blocking / Holding,2,19.0,9.5
2,Nevada,Other / Unclassified,Other,1,43.0,43.0
2,Nevada,Pass Interference,Personal / Contact,2,15.0,7.5
2,Nevada,Unsportsmanlike Conduct,Personal / Contact,1,12.0,12.0
2,New Mexico,False Start,Procedural,1,5.0,5.0
2,New Mexico,Holding,Blocking / Holding,2,16.0,8.0
2,New Mexico,Other / Unclassified,Other,1,5.0,5.0
2,New Mexico,Pass Interference,Personal / Contact,1,0.0,0.0
2,New Mexico State,False Start,Procedural,1,5.0,5.0
2,New Mexico State,Holding,Blocking / Holding,2,1.0,0.5
2,New Mexico State,Illegal Formation,Procedural,3,27.0,9.0
2,New Mexico State,Other / Unclassified,Other,3,10.0,3.33
2,North Carolina,False Start,Procedural,1,5.0,5.0
2,North Carolina,Personal Foul,Personal / Contact,1,10.0,10.0
2,North Texas,False Start,Procedural,3,0.0,0.0
2,North Texas,Holding,Blocking / Holding,3,6.0,2.0
2,North Texas,Illegal Formation,Procedural,1,5.0,5.0
2,North Texas,Other / Unclassified,Other,2,0.0,0.0
2,North Texas,Pass Interference,Personal / Contact,2,29.0,14.5
2,North Texas,Unsportsmanlike Conduct,Personal / Contact,3,2.0,0.67
2,Northern Illinois,False Start,Procedural,2,10.0,5.0
2,Northern Illinois,Other / Unclassified,Other,1,0.0,0.0
2,Northwestern,Holding,Blocking / Holding,1,0.0,0.0
2,Northwestern,Offside,Procedural,1,0.0,0.0
2,Northwestern,Other / Unclassified,Administrative,1,0.0,0.0
2,Northwestern,Other / Unclassified,Blocking / Holding,1,10.0,10.0
