offense,defense,penalty_type,total_penalties,total_yards,average_yards_per_penalty
Ole Miss,LSU,Holding,5,33.0,6.6
Ole Miss,Arkansas,Holding,3,29.0,9.67
Ole Miss,Oklahoma,Other / Unclassified,3,15.0,5.0
Ole Miss,Arkansas,Pass Interference,2,23.0,11.5
Ole Miss,Georgia State,False Start,2,8.0,4.0
Ole Miss,Georgia State,Holding,2,20.0,10.0
Ole Miss,Kentucky,Holding,2,20.0,10.0
Ole Miss,LSU,False Start,2,0.0,0.0
Ole Miss,LSU,Pass Interference,2,86.0,43.0
Ole Miss,The Citadel,Holding,2,17.0,8.5
Ole Miss,The Citadel,Pass Interference,2,30.0,15.0
Ole Miss,Washington State,Holding,2,23.0,11.5
Ole Miss,Arkansas,Delay of Game,1,5.0,5.0
Ole Miss,Arkansas,Face Mask,1,15.0,15.0
Ole Miss,Arkansas,False Start,1,1.0,1.0
Ole Miss,Arkansas,Offside,1,2.0,2.0
Ole Miss,Arkansas,Other / Unclassified,1,0.0,0.0
Ole Miss,Georgia,False Start,1,0.0,0.0
Ole Miss,Georgia,Holding,1,0.0,0.0
Ole Miss,Georgia,Pass Interference,1,0.0,0.0
Ole Miss,Georgia State,Delay of Game,1,5.0,5.0
Ole Miss,Georgia State,Illegal Formation,1,55.0,55.0
Ole Miss,Georgia State,Offside,1,2.0,2.0
Ole Miss,Georgia State,Other / Unclassified,1,15.0,15.0
Ole Miss,Kentucky,False Start,1,0.0,0.0
Ole Miss,Kentucky,Other / Unclassified,1,0.0,0.0
Ole Miss,Kentucky,Personal Foul,1,0.0,0.0
Ole Miss,LSU,Face Mask,1,15.0,15.0
Ole Miss,LSU,Illegal Formation,1,44.0,44.0
Ole Miss,LSU,Offside,1,0.0,0.0
Ole Miss,LSU,Roughing,1,15.0,15.0
Ole Miss,Oklahoma,Delay of Game,1,5.0,5.0
Ole Miss,Oklahoma,False Start,1,5.0,5.0
Ole Miss,Oklahoma,Holding,1,5.0,5.0
Ole Miss,Oklahoma,Offside,1,5.0,5.0
Ole Miss,Oklahoma,Roughing,1,15.0,15.0
Ole Miss,South Carolina,Holding,1,17.0,17.0
Ole Miss,South Carolina,Illegal Formation,1,1.0,1.0
Ole Miss,South Carolina,Personal Foul,1,1.0,1.0
Ole Miss,South Carolina,Unsportsmanlike Conduct,1,15.0,15.0
Ole Miss,The Citadel,Face Mask,1,32.0,32.0
Ole Miss,The Citadel,False Start,1,5.0,5.0
Ole Miss,Tulane,False Start,1,0.0,0.0
Ole Miss,Tulane,Other / Unclassified,1,5.0,5.0
Ole Miss,Tulane,Roughing,1,15.0,15.0
Ole Miss,Washington State,Delay of Game,1,5.0,5.0
Ole Miss,Washington State,Other / Unclassified,1,15.0,15.0
Oregon,Oklahoma State,False Start,4,20.0,5.0
Oregon,Rutgers,Offside,4,10.0,2.5
Oregon,Indiana,Holding,3,13.0,4.33
Oregon,Oklahoma State,Holding,3,20.0,6.67
Oregon,Penn State,False Start,3,9.0,3.0
Oregon,Wisconsin,Offside,3,32.0,10.67
Oregon,Indiana,Other / Unclassified,2,5.0,2.5
Oregon,Oregon State,Holding,2,21.0,10.5
Oregon,Penn State,Unsportsmanlike Conduct,2,15.0,7.5
Oregon,Wisconsin,False Start,2,10.0,5.0
Oregon,Wisconsin,Holding,2,49.0,24.5
Oregon,Wisconsin,Other / Unclassified,2,10.0,5.0
Oregon,Iowa,False Start,1,5.0,5.0
Oregon,Iowa,Holding,1,0.0,0.0
Oregon,Iowa,Other / Unclassified,1,0.0,0.0
Oregon,Iowa,Pass Interference,1,12.0,12.0
Oregon,Montana State,Holding,1,5.0,5.0
Oregon,Montana State,Pass Interference,1,14.0,14.0
Oregon,Montana State,Roughing the Passer,1,0.0,0.0
Oregon,Northwestern,Face Mask,1,15.0,15.0
Oregon,Northwestern,Pass Interference,1,2.0,2.0
Oregon,Oklahoma State,Offside,1,5.0,5.0
Oregon,Oklahoma State,Other / Unclassified,1,5.0,5.0
Oregon,Oregon State,Delay of Game,1,5.0,5.0
Oregon,Oregon State,False Start,1,5.0,5.0
Oregon,Oregon State,Other / Unclassified,1,19.0,19.0
Oregon,Penn State,Holding,1,6.0,6.0
Oregon,Penn State,Targeting,1,7.0,7.0
Oregon,Rutgers,Face Mask,1,10.0,10.0
Oregon,Rutgers,Holding,1,9.0,9.0
Oregon,Rutgers,Other / Unclassified,1,10.0,10.0
Oregon,Rutgers,Unsportsmanlike Conduct,1,15.0,15.0
Oregon,Wisconsin,Face Mask,1,10.0,10.0
Oregon,Wisconsin,Illegal Formation,1,41.0,41.0
Oregon,Wisconsin,Personal Foul,1,15.0,15.0
Oregon State,Wake Forest,False Start,6,30.0,5.0
Oregon State,Fresno State,Holding,5,12.0,2.4
Oregon State,Fresno State,Other / Unclassified,4,0.0,0.0
Oregon State,Washington State,Unsportsmanlike Conduct,4,44.0,11.0
Oregon State,App State,Offside,3,0.0,0.0
Oregon State,App State,Pass Interference,2,19.0,9.5
Oregon State,California,Holding,2,0.0,0.0
Oregon State,Fresno State,False Start,2,10.0,5.0
Oregon State,Houston,Other / Unclassified,2,0.0,0.0
Oregon State,Sam Houston,Holding,2,6.0,3.0
Oregon State,Texas Tech,False Start,2,10.0,5.0
Oregon State,Texas Tech,Offside,2,10.0,5.0
Oregon State,Wake Forest,Holding,2,51.0,25.5
Oregon State,Wake Forest,Roughing the Passer,2,30.0,15.0
Oregon State,Washington State,Holding,2,83.0,41.5
Oregon State,Washington State,Offside,2,6.0,3.0
Oregon State,App State,False Start,1,5.0,5.0
Oregon State,App State,Holding,1,1.0,1.0
Oregon State,App State,Other / Unclassified,1,0.0,0.0
Oregon State,App State,Targeting,1,15.0,15.0
Oregon State,California,Delay of Game,1,5.0,5.0
Oregon State,California,Pass Interference,1,0.0,0.0
Oregon State,California,Roughing,1,0.0,0.0
Oregon State,Fresno State,Pass Interference,1,15.0,15.0
Oregon State,Houston,Delay of Game,1,5.0,5.0
Oregon State,Houston,Holding,1,0.0,0.0
Oregon State,Lafayette,Holding,1,10.0,10.0
Oregon State,Lafayette,Other / Unclassified,1,10.0,10.0
Oregon State,Oregon,False Start,1,5.0,5.0
Oregon State,Oregon,Other / Unclassified,1,2.0,2.0
Oregon State,Sam Houston,Delay of Game,1,5.0,5.0
Oregon State,Sam Houston,Face Mask,1,4.0,4.0
Oregon State,Sam Houston,Offside,1,62.0,62.0
Oregon State,Sam Houston,Other / Unclassified,1,7.0,7.0
Oregon State,Sam Houston,Pass Interference,1,13.0,13.0
Oregon State,Texas Tech,Delay of Game,1,5.0,5.0
Oregon State,Texas Tech,Personal Foul,1,0.0,0.0
Oregon State,Wake Forest,Face Mask,1,15.0,15.0
Oregon State,Wake Forest,Offside,1,0.0,0.0
Oregon State,Wake Forest,Other / Unclassified,1,0.0,0.0
Oregon State,Wake Forest,Pass Interference,1,15.0,15.0
Oregon State,Wake Forest,Unsportsmanlike Conduct,1,0.0,0.0
Pace,New Haven,False Start,3,14.0,4.67
Pace,New Haven,Holding,3,23.0,7.67
Pace,New Haven,Pass Interference,1,15.0,15.0
Penn State,Indiana,False Start,3,15.0,5.0
Penn State,Indiana,Offside,3,8.0,2.67
Penn State,Oregon,False Start,3,10.0,3.33
Penn State,UCLA,False Start,2,0.0,0.0
Penn State,Florida International,Holding,1,0.0,0.0
Penn State,Florida International,Pass Interference,1,15.0,15.0
Penn State,Iowa,Offside,1,0.0,0.0
Penn State,Iowa,Other / Unclassified,1,9.0,9.0
Penn State,Iowa,Pass Interference,1,15.0,15.0
Penn State,Nevada,Delay of Game,1,5.0,5.0
Penn State,Nevada,Holding,1,1.0,1.0
Penn State,Nevada,Offside,1,5.0,5.0
Penn State,Nevada,Other / Unclassified,1,0.0,0.0
Penn State,Ohio State,Illegal Motion,1,14.0,14.0
Penn State,Ohio State,Targeting,1,15.0,15.0
Penn State,UCLA,Holding,1,0.0,0.0
Penn State,UCLA,Pass Interference,1,0.0,0.0
Penn State,UCLA,Unsportsmanlike Conduct,1,0.0,0.0
Penn State,Villanova,False Start,1,0.0,0.0
Pennsylvania,Cornell,Holding,5,18.0,3.6
Pennsylvania,Yale,Unsportsmanlike Conduct,4,90.0,22.5
Pennsylvania,Brown,Holding,3,15.0,5.0
Pennsylvania,Lehigh,Personal Foul,3,0.0,0.0
Pennsylvania,Marist,False Start,3,15.0,5.0
Pennsylvania,Marist,Holding,3,54.0,18.0
Pennsylvania,Marist,Offside,3,14.0,4.67
Pennsylvania,Brown,False Start,2,5.0,2.5
Pennsylvania,Columbia,Holding,2,0.0,0.0
Pennsylvania,Dartmouth,False Start,2,10.0,5.0
Pennsylvania,Dartmouth,Pass Interference,2,13.0,6.5
Pennsylvania,Lehigh,Holding,2,0.0,0.0
Pennsylvania,Marist,Face Mask,2,21.0,10.5
Pennsylvania,Stonehill,Holding,2,20.0,10.0
Pennsylvania,Stonehill,Pass Interference,2,7.0,3.5
Pennsylvania,Yale,Holding,2,38.0,19.0
Pennsylvania,Yale,Illegal Formation,2,21.0,10.5
Pennsylvania,Yale,Other / Unclassified,2,63.0,31.5
Pennsylvania,Yale,Pass Interference,2,30.0,15.0
Pennsylvania,Brown,Delay of Game,1,5.0,5.0
Pennsylvania,Brown,Illegal Formation,1,48.0,48.0
Pennsylvania,Columbia,Delay of Game,1,0.0,0.0
Pennsylvania,Columbia,Face Mask,1,0.0,0.0
Pennsylvania,Columbia,Pass Interference,1,0.0,0.0
Pennsylvania,Cornell,False Start,1,5.0,5.0
Pennsylvania,Dartmouth,Holding,1,12.0,12.0
Pennsylvania,Dartmouth,Offside,1,31.0,31.0
Pennsylvania,Dartmouth,Other / Unclassified,1,15.0,15.0
Pennsylvania,Lehigh,Other / Unclassified,1,0.0,0.0
Pennsylvania,Lehigh,Roughing,1,0.0,0.0
Pennsylvania,Marist,Pass Interference,1,15.0,15.0
Pennsylvania,Marist,Unsportsmanlike Conduct,1,15.0,15.0
Pennsylvania,Stonehill,Delay of Game,1,5.0,5.0
Pennsylvania,Stonehill,Personal Foul,1,0.0,0.0
Pennsylvania,Stonehill,Unsportsmanlike Conduct,1,0.0,0.0
Pennsylvania,Yale,False Start,1,5.0,5.0
Pennsylvania,Yale,Offside,1,26.0,26.0
Pennsylvania,Yale,Personal Foul,1,2.0,2.0
Pennsylvania,Yale,Roughing the Passer,1,15.0,15.0
Pittsburgh,Syracuse,Personal Foul,5,42.0,8.4
Pittsburgh,West Virginia,Other / Unclassified,5,12.0,2.4
Pittsburgh,Syracuse,False Start,4,20.0,5.0
Pittsburgh,Syracuse,Holding,4,12.0,3.0
Pittsburgh,Boston College,Holding,3,58.0,19.33
Pittsburgh,Boston College,Other / Unclassified,3,40.0,13.33
Pittsburgh,Florida State,Offside,3,5.0,1.67
Pittsburgh,Louisville,False Start,3,15.0,5.0
Pittsburgh,NC State,Pass Interference,3,55.0,18.33
Pittsburgh,Stanford,Holding,3,37.0,12.33
Pittsburgh,West Virginia,False Start,3,15.0,5.0
Pittsburgh,Boston College,Pass Interference,2,30.0,15.0
Pittsburgh,Central Michigan,Holding,2,8.0,4.0
Pittsburgh,Central Michigan,Offside,2,8.0,4.0
Pittsburgh,Central Michigan,Other / Unclassified,2,0.0,0.0
Pittsburgh,Central Michigan,Unsportsmanlike Conduct,2,0.0,0.0
Pittsburgh,Florida State,Face Mask,2,28.0,14.0
Pittsburgh,Florida State,Other / Unclassified,2,15.0,7.5
Pittsburgh,Louisville,Other / Unclassified,2,30.0,15.0
Pittsburgh,NC State,Face Mask,2,11.0,5.5
Pittsburgh,NC State,Holding,2,13.0,6.5
Pittsburgh,NC State,Other / Unclassified,2,67.0,33.5
Pittsburgh,Stanford,Pass Interference,2,26.0,13.0
Pittsburgh,Stanford,Personal Foul,2,19.0,9.5
Pittsburgh,West Virginia,Holding,2,15.0,7.5
Pittsburgh,Boston College,False Start,1,5.0,5.0
Pittsburgh,Central Michigan,Face Mask,1,15.0,15.0
Pittsburgh,Central Michigan,Pass Interference,1,12.0,12.0
Pittsburgh,Central Michigan,Roughing the Passer,1,15.0,15.0
Pittsburgh,Duquesne,False Start,1,5.0,5.0
Pittsburgh,Duquesne,Pass Interference,1,13.0,13.0
Pittsburgh,Duquesne,Unsportsmanlike Conduct,1,15.0,15.0
Pittsburgh,Florida State,Holding,1,1.0,1.0
Pittsburgh,Louisville,Holding,1,19.0,19.0
Pittsburgh,NC State,Delay of Game,1,5.0,5.0
Pittsburgh,NC State,False Start,1,5.0,5.0
Pittsburgh,NC State,Illegal Motion,1,5.0,5.0
Pittsburgh,Stanford,Delay of Game,1,5.0,5.0
Pittsburgh,Stanford,False Start,1,5.0,5.0
Pittsburgh,Stanford,Roughing the Passer,1,31.0,31.0
Pittsburgh,Stanford,Unsportsmanlike Conduct,1,15.0,15.0
Pittsburgh,Syracuse,Offside,1,5.0,5.0
Pittsburgh,Syracuse,Other / Unclassified,1,10.0,10.0
Pittsburgh,West Virginia,Delay of Game,1,5.0,5.0
Pittsburgh,West Virginia,Targeting,1,0.0,0.0
Portland State,Sacramento State,Holding,4,59.0,14.75
Portland State,Hawai'i,Holding,3,4.0,1.33
Portland State,BYU,Delay of Game,2,10.0,5.0
Portland State,BYU,False Start,2,10.0,5.0
Portland State,Cal Poly,False Start,2,10.0,5.0
Portland State,Hawai'i,False Start,2,10.0,5.0
Portland State,Idaho,Holding,2,6.0,3.0
Portland State,Sacramento State,Face Mask,2,18.0,9.0
Portland State,Sacramento State,False Start,2,10.0,5.0
Portland State,Sacramento State,Other / Unclassified,2,66.0,33.0
Portland State,Tarleton State,False Start,2,10.0,5.0
Portland State,Weber State,Holding,2,11.0,5.5
Portland State,BYU,Other / Unclassified,1,0.0,0.0
Portland State,BYU,Targeting,1,15.0,15.0
Portland State,Cal Poly,Delay of Game,1,5.0,5.0
Portland State,Cal Poly,Holding,1,1.0,1.0
Portland State,Cal Poly,Offside,1,5.0,5.0
Portland State,Cal Poly,Other / Unclassified,1,12.0,12.0
Portland State,Cal Poly,Pass Interference,1,15.0,15.0
Portland State,Cal Poly,Unsportsmanlike Conduct,1,15.0,15.0
Portland State,Eastern Washington,False Start,1,5.0,5.0
Portland State,Eastern Washington,Holding,1,10.0,10.0
Portland State,Eastern Washington,Offside,1,0.0,0.0
Portland State,Eastern Washington,Other / Unclassified,1,0.0,0.0
Portland State,Eastern Washington,Pass Interference,1,5.0,5.0
Portland State,Eastern Washington,Roughing the Passer,1,15.0,15.0
Portland State,Hawai'i,Delay of Game,1,5.0,5.0
Portland State,Hawai'i,Offside,1,6.0,6.0
Portland State,Hawai'i,Pass Interference,1,15.0,15.0
Portland State,Hawai'i,Personal Foul,1,0.0,0.0
Portland State,Idaho,Delay of Game,1,5.0,5.0
Portland State,Idaho,False Start,1,5.0,5.0
Portland State,Idaho,Personal Foul,1,3.0,3.0
Portland State,Idaho,Unsportsmanlike Conduct,1,42.0,42.0
Portland State,North Dakota,Delay of Game,1,5.0,5.0
Portland State,North Dakota,Roughing the Passer,1,15.0,15.0
Portland State,Northern Arizona,False Start,1,5.0,5.0
Portland State,Northern Arizona,Roughing the Passer,1,15.0,15.0
Portland State,Sacramento State,Offside,1,1.0,1.0
Portland State,Tarleton State,Other / Unclassified,1,5.0,5.0
Portland State,Tarleton State,Pass Interference,1,15.0,15.0
Portland State,Tarleton State,Unsportsmanlike Conduct,1,12.0,12.0
Portland State,Weber State,False Start,1,5.0,5.0
Portland State,Weber State,Offside,1,0.0,0.0
Portland State,Weber State,Personal Foul,1,15.0,15.0
Prairie View A&M,Texas Southern,Holding,6,2.0,0.33
Prairie View A&M,Lincoln (CA),Offside,4,48.0,12.0
Prairie View A&M,Alabama State,False Start,3,15.0,5.0
Prairie View A&M,Alcorn State,Holding,3,0.0,0.0
Prairie View A&M,Alcorn State,Personal Foul,3,0.0,0.0
Prairie View A&M,Lincoln (CA),Holding,3,13.0,4.33
Prairie View A&M,Texas Southern,Other / Unclassified,3,5.0,1.67
Prairie View A&M,Alcorn State,Other / Unclassified,2,0.0,0.0
Prairie View A&M,Grambling,Holding,2,10.0,5.0
Prairie View A&M,Grambling,Offside,2,10.0,5.0
Prairie View A&M,Grambling,Unsportsmanlike Conduct,2,115.0,57.5
Prairie View A&M,Lincoln (CA),False Start,2,10.0,5.0
Prairie View A&M,Northwestern State,Holding,2,15.0,7.5
Prairie View A&M,Northwestern State,Offside,2,5.0,2.5
Prairie View A&M,Rice,Holding,2,20.0,10.0
Prairie View A&M,Southern,Holding,2,10.0,5.0
Prairie View A&M,Texas Southern,Delay of Game,2,0.0,0.0
Prairie View A&M,Texas Southern,Pass Interference,2,8.0,4.0
Prairie View A&M,Alabama A&M,False Start,1,5.0,5.0
Prairie View A&M,Alabama A&M,Holding,1,9.0,9.0
Prairie View A&M,Alabama A&M,Offside,1,35.0,35.0
Prairie View A&M,Alabama A&M,Other / Unclassified,1,1.0,1.0
Prairie View A&M,Alabama A&M,Personal Foul,1,10.0,10.0
Prairie View A&M,Alabama State,Other / Unclassified,1,3.0,3.0
Prairie View A&M,Alabama State,Personal Foul,1,1.0,1.0
Prairie View A&M,Alabama State,Unsportsmanlike Conduct,1,3.0,3.0
Prairie View A&M,Alcorn State,Delay of Game,1,0.0,0.0
Prairie View A&M,Grambling,False Start,1,5.0,5.0
Prairie View A&M,Grambling,Other / Unclassified,1,0.0,0.0
Prairie View A&M,Lincoln (CA),Personal Foul,1,0.0,0.0
Prairie View A&M,Northwestern State,Pass Interference,1,21.0,21.0
Prairie View A&M,Northwestern State,Roughing the Passer,1,15.0,15.0
Prairie View A&M,Northwestern State,Unsportsmanlike Conduct,1,0.0,0.0
Prairie View A&M,Rice,False Start,1,5.0,5.0
Prairie View A&M,Rice,Offside,1,5.0,5.0
Prairie View A&M,Rice,Other / Unclassified,1,10.0,10.0
Prairie View A&M,Rice,Pass Interference,1,13.0,13.0
Prairie View A&M,Southern,Delay of Game,1,0.0,0.0
Prairie View A&M,Southern,Other / Unclassified,1,11.0,11.0
Prairie View A&M,Southern,Unsportsmanlike Conduct,1,0.0,0.0
Prairie View A&M,Texas Southern,False Start,1,0.0,0.0
Presbyterian,ERSKINE,Holding,5,26.0,5.2
Presbyterian,Furman,Personal Foul,5,52.0,10.4
Presbyterian,Davidson,Other / Unclassified,4,62.0,15.5
Presbyterian,ERSKINE,Offside,4,15.0,3.75
Presbyterian,Mercer,Holding,4,4.0,1.0
Presbyterian,BLUEFIELD,Personal Foul,3,15.0,5.0
Presbyterian,ERSKINE,Personal Foul,3,15.0,5.0
Presbyterian,Stetson,Other / Unclassified,3,44.0,14.67
Presbyterian,Valparaiso,Holding,3,69.0,23.0
Presbyterian,Dayton,False Start,2,10.0,5.0
Presbyterian,ERSKINE,False Start,2,10.0,5.0
Presbyterian,Furman,Delay of Game,2,10.0,5.0
Presbyterian,Stetson,Holding,2,2.0,1.0
Presbyterian,Stetson,Personal Foul,2,29.0,14.5
Presbyterian,Valparaiso,False Start,2,10.0,5.0
Presbyterian,BLUEFIELD,Holding,1,10.0,10.0
Presbyterian,BLUEFIELD,Offside,1,19.0,19.0
Presbyterian,BLUEFIELD,Other / Unclassified,1,10.0,10.0
Presbyterian,BLUEFIELD,Roughing the Passer,1,15.0,15.0
Presbyterian,Butler,False Start,1,5.0,5.0
Presbyterian,Davidson,Holding,1,3.0,3.0
Presbyterian,Dayton,Face Mask,1,4.0,4.0
Presbyterian,Dayton,Holding,1,3.0,3.0
Presbyterian,Dayton,Offside,1,62.0,62.0
Presbyterian,Dayton,Other / Unclassified,1,0.0,0.0
Presbyterian,Dayton,Pass Interference,1,6.0,6.0
Presbyterian,Dayton,Roughing the Passer,1,15.0,15.0
Presbyterian,ERSKINE,Face Mask,1,15.0,15.0
Presbyterian,ERSKINE,Pass Interference,1,14.0,14.0
Presbyterian,Furman,Offside,1,0.0,0.0
Presbyterian,Furman,Pass Interference,1,17.0,17.0
Presbyterian,Mercer,Delay of Game,1,5.0,5.0
Presbyterian,Mercer,Offside,1,5.0,5.0
Presbyterian,Mercer,Pass Interference,1,6.0,6.0
Presbyterian,Mercer,Roughing the Passer,1,0.0,0.0
Presbyterian,Morehead State,Pass Interference,1,4.0,4.0
Presbyterian,Morehead State,Personal Foul,1,19.0,19.0
Presbyterian,Stetson,Offside,1,5.0,5.0
Presbyterian,Stetson,Pass Interference,1,10.0,10.0
Presbyterian,Stetson,Unsportsmanlike Conduct,1,15.0,15.0
Presbyterian,Valparaiso,Face Mask,1,4.0,4.0
Presbyterian,Valparaiso,Illegal Formation,1,33.0,33.0
Presbyterian,Valparaiso,Other / Unclassified,1,16.0,16.0
Princeton,Columbia,Pass Interference,2,8.0,4.0
Princeton,Dartmouth,Delay of Game,2,10.0,5.0
Princeton,Dartmouth,Pass Interference,2,26.0,13.0
Princeton,Harvard,Other / Unclassified,2,11.0,5.5
Princeton,Lafayette,Pass Interference,2,19.0,9.5
Princeton,Mercer,Holding,2,12.0,6.0
Princeton,Brown,Delay of Game,1,0.0,0.0
Princeton,Brown,Holding,1,0.0,0.0
Princeton,Brown,Pass Interference,1,0.0,0.0
Princeton,Columbia,Holding,1,10.0,10.0
Princeton,Columbia,Illegal Formation,1,0.0,0.0
Princeton,Columbia,Offside,1,0.0,0.0
Princeton,Columbia,Other / Unclassified,1,0.0,0.0
Princeton,Cornell,Holding,1,10.0,10.0
Princeton,Cornell,Offside,1,5.0,5.0
Princeton,Dartmouth,Holding,1,5.0,5.0
Princeton,Dartmouth,Offside,1,15.0,15.0
Princeton,Dartmouth,Other / Unclassified,1,11.0,11.0
Princeton,Dartmouth,Personal Foul,1,14.0,14.0
Princeton,Dartmouth,Roughing the Passer,1,1.0,1.0
Princeton,Harvard,Holding,1,21.0,21.0
Princeton,Harvard,Targeting,1,0.0,0.0
Princeton,Lafayette,Delay of Game,1,5.0,5.0
Princeton,Lafayette,Holding,1,2.0,2.0
Princeton,Mercer,Face Mask,1,11.0,11.0
Princeton,Mercer,Other / Unclassified,1,24.0,24.0
Princeton,Mercer,Pass Interference,1,15.0,15.0
Princeton,San Diego,Face Mask,1,15.0,15.0
Princeton,San Diego,Other / Unclassified,1,0.0,0.0
Princeton,San Diego,Pass Interference,1,1.0,1.0
Princeton,San Diego,Unsportsmanlike Conduct,1,0.0,0.0
Purdue,Minnesota,Holding,4,14.0,3.5
Purdue,USC,Offside,3,40.0,13.33
Purdue,Illinois,Offside,2,0.0,0.0
Purdue,Michigan,Other / Unclassified,2,9.0,4.5
Purdue,Michigan,Pass Interference,2,22.0,11.0
Purdue,Minnesota,Other / Unclassified,2,36.0,18.0
Purdue,Notre Dame,False Start,2,10.0,5.0
Purdue,Notre Dame,Holding,2,13.0,6.5
Purdue,Ohio State,Pass Interference,2,15.0,7.5
Purdue,Rutgers,Pass Interference,2,15.0,7.5
Purdue,Southern Illinois,Pass Interference,2,27.0,13.5
Purdue,USC,Holding,2,5.0,2.5
Purdue,USC,Personal Foul,2,55.0,27.5
Purdue,Ball State,False Start,1,5.0,5.0
Purdue,Ball State,Holding,1,10.0,10.0
Purdue,Ball State,Other / Unclassified,1,0.0,0.0
Purdue,Illinois,False Start,1,5.0,5.0
Purdue,Illinois,Illegal Formation,1,39.0,39.0
Purdue,Michigan,Holding,1,10.0,10.0
Purdue,Michigan,Offside,1,5.0,5.0
Purdue,Minnesota,Pass Interference,1,15.0,15.0
Purdue,Northwestern,Holding,1,7.0,7.0
Purdue,Northwestern,Other / Unclassified,1,5.0,5.0
Purdue,Notre Dame,Other / Unclassified,1,15.0,15.0
Purdue,Notre Dame,Unsportsmanlike Conduct,1,15.0,15.0
Purdue,Ohio State,Face Mask,1,0.0,0.0
Purdue,Ohio State,Other / Unclassified,1,5.0,5.0
Purdue,Ohio State,Roughing the Passer,1,12.0,12.0
Purdue,Rutgers,Holding,1,44.0,44.0
Purdue,Southern Illinois,Personal Foul,1,0.0,0.0
Purdue,Southern Illinois,Roughing the Passer,1,0.0,0.0
Purdue,USC,False Start,1,5.0,5.0
Rhode Island,Stony Brook,Holding,6,19.0,3.17
Rhode Island,Campbell,Pass Interference,5,48.0,9.6
Rhode Island,Bryant,Holding,3,29.0,9.67
Rhode Island,Holy Cross,False Start,3,15.0,5.0
Rhode Island,New Hampshire,Holding,3,14.0,4.67
Rhode Island,Stony Brook,False Start,3,15.0,5.0
Rhode Island,UAlbany,Holding,3,18.0,6.0
Rhode Island,Brown,False Start,2,0.0,0.0
Rhode Island,Campbell,Holding,2,16.0,8.0
Rhode Island,Holy Cross,Holding,2,47.0,23.5
Rhode Island,Holy Cross,Other / Unclassified,2,31.0,15.5
Rhode Island,Long Island University,False Start,2,10.0,5.0
Rhode Island,New Hampshire,False Start,2,9.0,4.5
Rhode Island,UAlbany,Offside,2,0.0,0.0
Rhode Island,Brown,Holding,1,0.0,0.0
Rhode Island,Brown,Personal Foul,1,0.0,0.0
Rhode Island,Brown,Roughing,1,0.0,0.0
Rhode Island,Bryant,Delay of Game,1,5.0,5.0
Rhode Island,Bryant,Other / Unclassified,1,27.0,27.0
Rhode Island,Bryant,Pass Interference,1,13.0,13.0
Rhode Island,Campbell,Delay of Game,1,5.0,5.0
Rhode Island,Campbell,False Start,1,5.0,5.0
Rhode Island,Campbell,Offside,1,0.0,0.0
Rhode Island,Campbell,Other / Unclassified,1,10.0,10.0
Rhode Island,Elon,False Start,1,5.0,5.0
Rhode Island,Long Island University,Holding,1,10.0,10.0
Rhode Island,Long Island University,Pass Interference,1,15.0,15.0
Rhode Island,Long Island University,Unsportsmanlike Conduct,1,15.0,15.0
Rhode Island,Stony Brook,Personal Foul,1,15.0,15.0
Rhode Island,UAlbany,False Start,1,5.0,5.0
Rhode Island,UAlbany,Other / Unclassified,1,0.0,0.0
