week,drawn_team,penalty_type,penalty_category,total_penalties,total_yards,avg_yards_per_penalty
1,Texas A&M,Holding,Blocking / Holding,1,0.0,0.0
1,Texas A&M,Personal Foul,Personal / Contact,1,15.0,15.0
1,Texas State,Delay of Game,Procedural,1,5.0,5.0
1,Texas State,Face Mask,Other,1,15.0,15.0
1,Texas State,False Start,Procedural,2,10.0,5.0
1,Texas State,Holding,Blocking / Holding,6,41.0,6.83
1,Texas State,Illegal Formation,Procedural,1,0.0,0.0
1,Texas State,Other / Unclassified,Administrative,1,7.0,7.0
1,Texas State,Pass Interference,Personal / Contact,1,7.0,7.0
1,Texas Tech,Delay of Game,Procedural,2,10.0,5.0
1,Toledo,Holding,Blocking / Holding,1,10.0,10.0
1,Toledo,Pass Interference,Personal / Contact,2,29.0,14.5
1,Troy,Face Mask,Other,2,30.0,15.0
1,Troy,False Start,Procedural,4,20.0,5.0
1,Troy,Holding,Blocking / Holding,1,0.0,0.0
1,Troy,Offside,Procedural,1,5.0,5.0
1,Troy,Pass Interference,Personal / Contact,2,30.0,15.0
1,Tulane,False Start,Procedural,2,5.0,2.5
1,Tulane,Holding,Blocking / Holding,2,27.0,13.5
1,Tulane,Other / Unclassified,Other,1,0.0,0.0
1,Tulane,Pass Interference,Personal / Contact,1,15.0,15.0
1,Tulsa,False Start,Procedural,1,5.0,5.0
1,Tulsa,Offside,Procedural,1,5.0,5.0
1,UAB,False Start,Procedural,1,5.0,5.0
1,UAB,Holding,Blocking / Holding,1,16.0,16.0
1,UAB,Offside,Procedural,1,0.0,0.0
1,UAB,Other / Unclassified,Administrative,1,14.0,14.0
1,UAB,Other / Unclassified,Other,1,0.0,0.0
1,UAB,Pass Interference,Personal / Contact,1,15.0,15.0
1,UAB,Personal Foul,Personal / Contact,1,63.0,63.0
1,UCF,Delay of Game,Procedural,1,5.0,5.0
1,UCF,False Start,Procedural,3,15.0,5.0
1,UCF,Holding,Blocking / Holding,1,5.0,5.0
1,UCF,Offside,Procedural,2,17.0,8.5
1,UCF,Targeting,Personal / Contact,1,15.0,15.0
1,UCLA,False Start,Procedural,1,0.0,0.0
1,UCLA,Holding,Blocking / Holding,1,0.0,0.0
1,UCLA,Other / Unclassified,Administrative,2,0.0,0.0
1,UCLA,Pass Interference,Personal / Contact,1,0.0,0.0
1,UConn,False Start,Procedural,4,20.0,5.0
1,UConn,Other / Unclassified,Other,1,5.0,5.0
1,UConn,Pass Interference,Personal / Contact,2,25.0,12.5
1,UL Monroe,False Start,Procedural,1,5.0,5.0
1,UL Monroe,Holding,Blocking / Holding,1,28.0,28.0
1,UL Monroe,Other / Unclassified,Administrative,1,5.0,5.0
1,UNLV,Delay of Game,Procedural,2,5.0,2.5
1,UNLV,False Start,Procedural,2,0.0,0.0
1,UNLV,Holding,Blocking / Holding,6,50.0,8.33
1,UNLV,Other / Unclassified,Other,4,11.0,2.75
1,UNLV,Pass Interference,Personal / Contact,3,0.0,0.0
1,USC,False Start,Procedural,1,5.0,5.0
1,USC,Other / Unclassified,Administrative,1,18.0,18.0
1,USC,Other / Unclassified,Procedural,2,0.0,0.0
1,UTEP,Delay of Game,Procedural,1,5.0,5.0
1,UTEP,False Start,Procedural,1,0.0,0.0
1,UTEP,Holding,Blocking / Holding,3,3.0,1.0
1,UTEP,Illegal Formation,Procedural,1,5.0,5.0
1,UTEP,Other / Unclassified,Administrative,1,0.0,0.0
1,UTEP,Other / Unclassified,Other,3,15.0,5.0
1,UTEP,Roughing,Personal / Contact,1,0.0,0.0
1,UTSA,Delay of Game,Procedural,1,5.0,5.0
1,UTSA,False Start,Procedural,1,5.0,5.0
1,UTSA,Holding,Blocking / Holding,3,10.0,3.33
1,UTSA,Other / Unclassified,Administrative,1,7.0,7.0
1,Utah,False Start,Procedural,1,0.0,0.0
1,Utah,Holding,Blocking / Holding,1,0.0,0.0
1,Utah State,Delay of Game,Procedural,2,0.0,0.0
1,Utah State,Other / Unclassified,Blocking / Holding,1,0.0,0.0
1,Utah State,Other / Unclassified,Other,1,5.0,5.0
1,Utah State,Pass Interference,Personal / Contact,1,0.0,0.0
1,Utah State,Personal Foul,Personal / Contact,1,0.0,0.0
1,Utah State,Roughing,Personal / Contact,1,0.0,0.0
1,Vanderbilt,Holding,Blocking / Holding,1,4.0,4.0
1,Vanderbilt,Other / Unclassified,Other,2,6.0,3.0
1,Vanderbilt,Pass Interference,Personal / Contact,3,35.0,11.67
1,Virginia,False Start,Procedural,2,10.0,5.0
1,Virginia,Holding,Blocking / Holding,3,28.0,9.33
1,Virginia,Other / Unclassified,Administrative,1,47.0,47.0
1,Virginia Tech,Delay of Game,Procedural,1,5.0,5.0
1,Virginia Tech,False Start,Procedural,2,10.0,5.0
1,Virginia Tech,Holding,Blocking / Holding,1,0.0,0.0
1,Virginia Tech,Personal Foul,Personal / Contact,1,0.0,0.0
1,Wake Forest,False Start,Procedural,3,15.0,5.0
1,Wake Forest,Offside,Procedural,1,5.0,5.0
1,Wake Forest,Other / Unclassified,Other,4,47.0,11.75
1,Washington,False Start,Procedural,2,10.0,5.0
1,Washington,Illegal Formation,Procedural,1,7.0,7.0
1,Washington State,Face Mask,Other,1,3.0,3.0
1,Washington State,Holding,Blocking / Holding,2,10.0,5.0
1,Washington State,Personal Foul,Personal / Contact,1,0.0,0.0
1,Washington State,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
1,West Virginia,False Start,Procedural,2,10.0,5.0
1,West Virginia,Holding,Blocking / Holding,3,19.0,6.33
1,West Virginia,Offside,Procedural,1,5.0,5.0
1,Western Kentucky,Delay of Game,Procedural,1,5.0,5.0
1,Western Kentucky,Face Mask,Other,2,30.0,15.0
1,Western Kentucky,False Start,Procedural,2,10.0,5.0
1,Western Kentucky,Holding,Blocking / Holding,2,16.0,8.0
1,Western Kentucky,Illegal Formation,Procedural,1,0.0,0.0
1,Western Kentucky,Other / Unclassified,Administrative,1,5.0,5.0
1,Western Kentucky,Pass Interference,Personal / Contact,8,78.0,9.75
1,Western Kentucky,Personal Foul,Personal / Contact,1,15.0,15.0
1,Western Kentucky,Roughing the Passer,Personal / Contact,2,0.0,0.0
1,Western Kentucky,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
1,Western Michigan,False Start,Procedural,3,10.0,3.33
1,Western Michigan,Holding,Blocking / Holding,3,0.0,0.0
1,Wisconsin,Holding,Blocking / Holding,1,17.0,17.0
1,Wisconsin,Illegal Formation,Procedural,1,0.0,0.0
1,Wisconsin,Offside,Procedural,1,0.0,0.0
1,Wyoming,Delay of Game,Procedural,2,5.0,2.5
1,Wyoming,Holding,Blocking / Holding,1,0.0,0.0
1,Wyoming,Other / Unclassified,Blocking / Holding,1,0.0,0.0
1,Wyoming,Other / Unclassified,Other,2,5.0,2.5
1,Wyoming,Roughing,Personal / Contact,1,0.0,0.0
2,Akron,Holding,Blocking / Holding,1,10.0,10.0
2,Akron,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,App State,Delay of Game,Procedural,1,5.0,5.0
2,App State,False Start,Procedural,2,10.0,5.0
2,App State,Holding,Blocking / Holding,3,4.0,1.33
2,App State,Other / Unclassified,Other,6,15.0,2.5
2,App State,Personal Foul,Personal / Contact,1,15.0,15.0
2,App State,Roughing the Kicker,Personal / Contact,1,37.0,37.0
2,Arizona,False Start,Procedural,1,5.0,5.0
2,Arizona,Holding,Blocking / Holding,1,3.0,3.0
2,Arizona,Offside,Procedural,1,5.0,5.0
2,Arizona,Other / Unclassified,Other,1,0.0,0.0
2,Arizona State,False Start,Procedural,2,0.0,0.0
2,Arizona State,Holding,Blocking / Holding,2,0.0,0.0
2,Arizona State,Offside,Procedural,1,5.0,5.0
2,Arizona State,Personal Foul,Personal / Contact,1,15.0,15.0
2,Arkansas,False Start,Procedural,2,10.0,5.0
2,Arkansas,Holding,Blocking / Holding,5,29.0,5.8
2,Arkansas,Other / Unclassified,Other,2,0.0,0.0
2,Arkansas,Pass Interference,Personal / Contact,3,27.0,9.0
2,Arkansas,Personal Foul,Personal / Contact,2,36.0,18.0
2,Arkansas State,Illegal Formation,Procedural,1,6.0,6.0
2,Arkansas State,Illegal Motion,Other,1,9.0,9.0
2,Arkansas State,Pass Interference,Personal / Contact,1,9.0,9.0
2,Army,Holding,Blocking / Holding,1,0.0,0.0
2,Auburn,Delay of Game,Procedural,3,15.0,5.0
2,Auburn,Face Mask,Other,1,8.0,8.0
2,Auburn,False Start,Procedural,1,5.0,5.0
2,Auburn,Offside,Procedural,1,5.0,5.0
2,Auburn,Pass Interference,Personal / Contact,1,5.0,5.0
2,BYU,Delay of Game,Procedural,1,0.0,0.0
2,BYU,False Start,Procedural,2,0.0,0.0
2,Ball State,False Start,Procedural,1,5.0,5.0
2,Ball State,Holding,Blocking / Holding,3,29.0,9.67
2,Ball State,Other / Unclassified,Administrative,1,5.0,5.0
2,Ball State,Personal Foul,Personal / Contact,1,1.0,1.0
2,Ball State,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Baylor,Holding,Blocking / Holding,1,0.0,0.0
2,Baylor,Illegal Formation,Procedural,1,2.0,2.0
2,Baylor,Other / Unclassified,Other,7,20.0,2.86
2,Baylor,Other / Unclassified,Safety / Tackling,1,0.0,0.0
2,Baylor,Pass Interference,Personal / Contact,1,15.0,15.0
2,Baylor,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
2,Boise State,False Start,Procedural,2,10.0,5.0
2,Boise State,Holding,Blocking / Holding,4,25.0,6.25
2,Boise State,Other / Unclassified,Other,1,35.0,35.0
2,Boise State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Boston College,Holding,Blocking / Holding,3,1.0,0.33
2,Boston College,Other / Unclassified,Administrative,1,5.0,5.0
2,Boston College,Other / Unclassified,Other,1,0.0,0.0
2,Boston College,Pass Interference,Personal / Contact,1,15.0,15.0
2,Bowling Green,False Start,Procedural,1,5.0,5.0
2,Bowling Green,Offside,Procedural,1,4.0,4.0
2,Bowling Green,Pass Interference,Personal / Contact,3,40.0,13.33
2,Buffalo,Delay of Game,Procedural,1,5.0,5.0
2,Buffalo,False Start,Procedural,2,10.0,5.0
2,California,False Start,Procedural,1,5.0,5.0
2,California,Other / Unclassified,Other,2,0.0,0.0
2,California,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Central Michigan,Face Mask,Other,1,15.0,15.0
2,Central Michigan,Holding,Blocking / Holding,3,8.0,2.67
2,Central Michigan,Offside,Procedural,2,8.0,4.0
2,Central Michigan,Other / Unclassified,Administrative,2,3.0,1.5
2,Central Michigan,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Central Michigan,Pass Interference,Personal / Contact,1,12.0,12.0
2,Central Michigan,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Central Michigan,Unsportsmanlike Conduct,Personal / Contact,2,0.0,0.0
2,Charlotte,False Start,Procedural,1,5.0,5.0
2,Charlotte,Personal Foul,Personal / Contact,1,10.0,10.0
2,Cincinnati,False Start,Procedural,1,5.0,5.0
2,Cincinnati,Offside,Procedural,1,3.0,3.0
2,Cincinnati,Other / Unclassified,Administrative,1,5.0,5.0
2,Cincinnati,Personal Foul,Personal / Contact,1,0.0,0.0
2,Clemson,Delay of Game,Procedural,1,5.0,5.0
2,Clemson,False Start,Procedural,2,10.0,5.0
2,Clemson,Illegal Formation,Procedural,1,0.0,0.0
2,Clemson,Offside,Procedural,1,0.0,0.0
2,Clemson,Personal Foul,Personal / Contact,1,15.0,15.0
2,Clemson,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
2,Coastal Carolina,Delay of Game,Procedural,1,5.0,5.0
2,Coastal Carolina,Face Mask,Other,1,7.0,7.0
2,Coastal Carolina,False Start,Procedural,2,10.0,5.0
2,Coastal Carolina,Holding,Blocking / Holding,1,0.0,0.0
2,Coastal Carolina,Offside,Procedural,4,19.0,4.75
2,Coastal Carolina,Roughing the Passer,Personal / Contact,1,0.0,0.0
2,Colorado,Face Mask,Other,1,15.0,15.0
2,Colorado,Other / Unclassified,Procedural,1,0.0,0.0
2,Colorado State,Delay of Game,Procedural,1,5.0,5.0
2,Colorado State,False Start,Procedural,1,5.0,5.0
2,Colorado State,Holding,Blocking / Holding,1,0.0,0.0
2,Colorado State,Other / Unclassified,Other,1,0.0,0.0
2,Colorado State,Pass Interference,Blocking / Holding,1,15.0,15.0
2,Colorado State,Pass Interference,Personal / Contact,2,14.0,7.0
2,Colorado State,Roughing the Passer,Personal / Contact,1,15.0,15.0
2,Colorado State,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
2,Delaware,Delay of Game,Procedural,1,0.0,0.0
2,Delaware,False Start,Procedural,1,5.0,5.0
2,Delaware,Holding,Blocking / Holding,2,20.0,10.0
2,Delaware,Other / Unclassified,Administrative,1,0.0,0.0
2,Delaware,Other / Unclassified,Other,1,40.0,40.0
2,Delaware,Pass Interference,Personal / Contact,1,15.0,15.0
2,Duke,False Start,Procedural,3,5.0,1.67
2,Duke,Holding,Blocking / Holding,1,10.0,10.0
2,Duke,Other / Unclassified,Other,1,5.0,5.0
2,Duke,Pass Interference,Personal / Contact,1,14.0,14.0
2,Duke,Roughing,Personal / Contact,2,15.0,7.5
2,East Carolina,Face Mask,Other,1,12.0,12.0
2,East Carolina,Illegal Formation,Procedural,2,0.0,0.0
2,East Carolina,Offside,Procedural,4,16.0,4.0
2,East Carolina,Pass Interference,Procedural,1,15.0,15.0
2,East Carolina,Personal Foul,Personal / Contact,2,3.0,1.5
2,Eastern Michigan,Offside,Procedural,1,0.0,0.0
2,Eastern Michigan,Personal Foul,Personal / Contact,1,0.0,0.0
2,Florida,False Start,Procedural,2,10.0,5.0
2,Florida,Holding,Blocking / Holding,1,4.0,4.0
2,Florida,Illegal Motion,Other,1,46.0,46.0
2,Florida,Pass Interference,Personal / Contact,1,13.0,13.0
2,Florida,Personal Foul,Personal / Contact,2,15.0,7.5
2,Florida,Unsportsmanlike Conduct,Personal / Contact,1,0.0,0.0
2,Florida Atlantic,Delay of Game,Procedural,1,5.0,5.0
2,Florida Atlantic,False Start,Procedural,1,5.0,5.0
2,Florida Atlantic,Holding,Blocking / Holding,1,15.0,15.0
2,Florida Atlantic,Other / Unclassified,Other,1,0.0,0.0
2,Florida International,Holding,Blocking / Holding,1,0.0,0.0
2,Florida International,Pass Interference,Personal / Contact,1,15.0,15.0
2,Florida State,Delay of Game,Procedural,2,10.0,5.0
2,Florida State,Holding,Blocking / Holding,1,0.0,0.0
2,Florida State,Other / Unclassified,Other,1,5.0,5.0
2,Florida State,Personal Foul,Personal / Contact,2,0.0,0.0
2,Fresno State,False Start,Procedural,2,10.0,5.0
2,Fresno State,Holding,Blocking / Holding,4,22.0,5.5
2,Fresno State,Other / Unclassified,Other,4,0.0,0.0
2,Fresno State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Georgia,Holding,Blocking / Holding,1,4.0,4.0
2,Georgia Southern,False Start,Procedural,1,5.0,5.0
2,Georgia Southern,Holding,Blocking / Holding,2,9.0,4.5
2,Georgia Southern,Offside,Procedural,2,5.0,2.5
2,Georgia Southern,Other / Unclassified,Other,2,0.0,0.0
2,Georgia Southern,Pass Interference,Personal / Contact,4,13.0,3.25
2,Georgia State,Face Mask,Other,1,15.0,15.0
2,Georgia State,Face Mask,Safety / Tackling,1,0.0,0.0
2,Georgia State,False Start,Procedural,2,10.0,5.0
2,Georgia State,Holding,Blocking / Holding,4,36.0,9.0
2,Georgia State,Offside,Procedural,1,5.0,5.0
2,Georgia Tech,Holding,Blocking / Holding,1,0.0,0.0
2,Georgia Tech,Offside,Procedural,3,0.0,0.0
2,Georgia Tech,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Georgia Tech,Other / Unclassified,Other,4,0.0,0.0
2,Georgia Tech,Roughing,Personal / Contact,1,0.0,0.0
2,Hawai'i,Holding,Blocking / Holding,4,14.0,3.5
2,Hawai'i,Other / Unclassified,Other,1,10.0,10.0
2,Hawai'i,Personal Foul,Personal / Contact,3,0.0,0.0
2,Hawai'i,Unsportsmanlike Conduct,Personal / Contact,1,15.0,15.0
2,Houston,Holding,Blocking / Holding,1,0.0,0.0
2,Illinois,Delay of Game,Procedural,1,5.0,5.0
2,Illinois,Face Mask,Other,1,2.0,2.0
2,Illinois,Other / Unclassified,Administrative,1,5.0,5.0
2,Illinois,Pass Interference,Personal / Contact,1,15.0,15.0
2,Illinois,Roughing,Personal / Contact,1,6.0,6.0
2,Indiana,Other / Unclassified,Other,1,0.0,0.0
2,Iowa,Holding,Blocking / Holding,1,8.0,8.0
2,Iowa,Pass Interference,Personal / Contact,1,15.0,15.0
2,Iowa State,False Start,Procedural,2,10.0,5.0
2,Iowa State,Holding,Blocking / Holding,1,7.0,7.0
2,Iowa State,Pass Interference,Personal / Contact,1,15.0,15.0
2,Iowa State,Unsportsmanlike Conduct,Personal / Contact,1,2.0,2.0
2,Jacksonville State,False Start,Procedural,1,5.0,5.0
2,Jacksonville State,Holding,Blocking / Holding,2,37.0,18.5
2,James Madison,Delay of Game,Procedural,3,5.0,1.67
2,James Madison,Face Mask,Other,2,23.0,11.5
2,James Madison,False Start,Procedural,1,5.0,5.0
2,James Madison,Holding,Blocking / Holding,2,14.0,7.0
2,James Madison,Offside,Procedural,1,2.0,2.0
2,James Madison,Pass Interference,Personal / Contact,1,15.0,15.0
2,James Madison,Personal Foul,Personal / Contact,2,30.0,15.0
2,Kansas,Delay of Game,Procedural,1,5.0,5.0
2,Kansas,False Start,Procedural,1,5.0,5.0
2,Kansas,Offside,Procedural,3,5.0,1.67
2,Kansas,Other / Unclassified,Other,3,45.0,15.0
2,Kansas State,False Start,Procedural,2,0.0,0.0
2,Kansas State,Illegal Formation,Procedural,1,7.0,7.0
2,Kennesaw State,Delay of Game,Procedural,2,10.0,5.0
2,Kennesaw State,Pass Interference,Personal / Contact,3,47.0,15.67
2,Kent State,False Start,Procedural,1,5.0,5.0
2,Kent State,Holding,Blocking / Holding,2,0.0,0.0
2,Kent State,Offside,Procedural,1,5.0,5.0
2,Kentucky,False Start,Procedural,1,0.0,0.0
2,Kentucky,Holding,Blocking / Holding,1,10.0,10.0
2,Kentucky,Other / Unclassified,Other,1,0.0,0.0
2,LSU,False Start,Procedural,1,5.0,5.0
2,LSU,Holding,Blocking / Holding,1,11.0,11.0
2,LSU,Illegal Formation,Procedural,1,39.0,39.0
2,LSU,Pass Interference,Personal / Contact,1,12.0,12.0
2,LSU,Personal Foul,Personal / Contact,1,15.0,15.0
2,Liberty,Holding,Blocking / Holding,1,2.0,2.0
2,Liberty,Other / Unclassified,Administrative,1,4.0,4.0
2,Louisiana,Holding,Blocking / Holding,1,0.0,0.0
2,Louisiana,Offside,Procedural,1,7.0,7.0
2,Louisiana Tech,Delay of Game,Procedural,1,5.0,5.0
2,Louisiana Tech,False Start,Procedural,2,10.0,5.0
2,Louisiana Tech,Holding,Blocking / Holding,2,10.0,5.0
2,Louisiana Tech,Illegal Formation,Procedural,1,1.0,1.0
2,Louisiana Tech,Other / Unclassified,Administrative,1,1.0,1.0
2,Louisiana Tech,Other / Unclassified,Other,1,15.0,15.0
2,Louisiana Tech,Other / Unclassified,Procedural,1,5.0,5.0
2,Louisiana Tech,Pass Interference,Personal / Contact,3,42.0,14.0
2,Louisville,False Start,Procedural,1,0.0,0.0
2,Louisville,Holding,Blocking / Holding,2,17.0,8.5
2,Louisville,Illegal Formation,Procedural,1,5.0,5.0
2,Louisville,Pass Interference,Personal / Contact,1,15.0,15.0
2,Marshall,False Start,Procedural,2,10.0,5.0
2,Marshall,Holding,Blocking / Holding,1,0.0,0.0
2,Marshall,Other / Unclassified,Other,4,0.0,0.0
2,Marshall,Pass Interference,Personal / Contact,1,30.0,30.0
2,Marshall,Personal Foul,Personal / Contact,1,15.0,15.0
2,Maryland,False Start,Procedural,2,10.0,5.0
2,Maryland,Other / Unclassified,Other,1,0.0,0.0
2,Massachusetts,False Start,Procedural,1,5.0,5.0
2,Massachusetts,Holding,Blocking / Holding,3,11.0,3.67
2,Massachusetts,Other / Unclassified,Administrative,1,0.0,0.0
2,Massachusetts,Other / Unclassified,Other,1,0.0,0.0
2,Massachusetts,Pass Interference,Personal / Contact,3,43.0,14.33
2,Massachusetts,Personal Foul,Personal / Contact,1,50.0,50.0
2,Massachusetts,Targeting,Personal / Contact,1,0.0,0.0
2,Memphis,Face Mask,Other,1,5.0,5.0
2,Memphis,False Start,Procedural,2,10.0,5.0
2,Memphis,Illegal Formation,Procedural,1,33.0,33.0
2,Memphis,Other / Unclassified,Other,2,5.0,2.5
2,Miami,Face Mask,Other,1,15.0,15.0
2,Miami,False Start,Procedural,1,5.0,5.0
2,Miami,Targeting,Personal / Contact,1,0.0,0.0
2,Miami (OH),Delay of Game,Procedural,1,5.0,5.0
2,Miami (OH),False Start,Procedural,1,5.0,5.0
2,Miami (OH),Holding,Blocking / Holding,3,8.0,2.67
2,Miami (OH),Illegal Formation,Procedural,1,12.0,12.0
2,Miami (OH),Pass Interference,Personal / Contact,5,68.0,13.6
2,Miami (OH),Unsportsmanlike Conduct,Personal / Contact,1,4.0,4.0
2,Michigan,Face Mask,Other,1,9.0,9.0
2,Michigan,False Start,Procedural,1,0.0,0.0
2,Michigan,Personal Foul,Personal / Contact,1,15.0,15.0
2,Michigan State,Face Mask,Other,1,15.0,15.0
2,Michigan State,Face Mask,Safety / Tackling,1,50.0,50.0
2,Michigan State,False Start,Procedural,3,15.0,5.0
2,Michigan State,Holding,Blocking / Holding,2,37.0,18.5
2,Michigan State,Other / Unclassified,Other,3,0.0,0.0
2,Minnesota,Offside,Procedural,1,0.0,0.0
2,Mississippi State,Delay of Game,Procedural,1,0.0,0.0
2,Mississippi State,False Start,Procedural,3,15.0,5.0
2,Mississippi State,Holding,Blocking / Holding,1,0.0,0.0
2,Mississippi State,Offside,Procedural,1,5.0,5.0
2,Mississippi State,Pass Interference,Personal / Contact,1,0.0,0.0
2,Mississippi State,Roughing,Personal / Contact,1,0.0,0.0
2,Missouri,Offside,Procedural,1,5.0,5.0
2,Missouri State,False Start,Procedural,1,5.0,5.0
2,Missouri State,Holding,Blocking / Holding,3,0.0,0.0
2,Missouri State,Offside,Procedural,1,0.0,0.0
2,Missouri State,Other / Unclassified,Other,1,0.0,0.0
2,NC State,False Start,Procedural,2,10.0,5.0
2,NC State,Holding,Blocking / Holding,1,36.0,36.0
2,NC State,Other / Unclassified,Other,1,15.0,15.0
2,Navy,Delay of Game,Procedural,1,5.0,5.0
2,Navy,Holding,Blocking / Holding,4,40.0,10.0
2,Navy,Other / Unclassified,Blocking / Holding,1,0.0,0.0
2,Navy,Other / Unclassified,Other,1,0.0,0.0
2,Navy,Pass Interference,Personal / Contact,2,27.0,13.5
2,Nebraska,Face Mask,Other,1,27.0,27.0
2,Nebraska,False Start,Procedural,1,5.0,5.0
2,Nebraska,Holding,Blocking / Holding,1,10.0,10.0
2,Nebraska,Pass Interference,Personal / Contact,2,26.0,13.0
2,Nevada,Holding,Blocking / Holding,2,43.0,21.5
2,Nevada,Other / Unclassified,Procedural,1,0.0,0.0
2,Nevada,Unsportsmanlike Conduct,Personal / Contact,1,5.0,5.0
2,New Mexico,Delay of Game,Procedural,1,5.0,5.0
2,New Mexico,Holding,Blocking / Holding,3,22.0,7.33
2,New Mexico,Other / Unclassified,Administrative,1,2.0,2.0
2,New Mexico,Other / Unclassified,Other,3,0.0,0.0
2,New Mexico,Pass Interference,Personal / Contact,1,9.0,9.0
2,New Mexico,Personal Foul,Personal / Contact,1,15.0,15.0
2,New Mexico State,False Start,Procedural,1,5.0,5.0
2,New Mexico State,Holding,Blocking / Holding,1,10.0,10.0
2,New Mexico State,Other / Unclassified,Administrative,2,9.0,4.5
2,New Mexico State,Other / Unclassified,Other,3,0.0,0.0
2,New Mexico State,Pass Interference,Personal / Contact,2,30.0,15.0
2,North Carolina,Holding,Blocking / Holding,1,0.0,0.0
2,North Carolina,Other / Unclassified,Administrative,1,0.0,0.0
2,North Carolina,Personal Foul,Personal / Contact,4,15.0,3.75
2,North Texas,False Start,Procedural,1,0.0,0.0
2,North Texas,Illegal Formation,Procedural,1,35.0,35.0
2,North Texas,Offside,Procedural,1,0.0,0.0
2,North Texas,Other / Unclassified,Other,1,0.0,0.0
2,North Texas,Personal Foul,Personal / Contact,2,15.0,7.5
2,Northern Illinois,Holding,Blocking / Holding,1,9.0,9.0
2,Northern Illinois,Pass Interference,Personal / Contact,1,15.0,15.0
2,Northern Illinois,Personal Foul,Personal / Contact,2,0.0,0.0
